customer_id,age,gender,annual_income,purchase_amount,purchase_date,next_month_purchase_amount
35,28,Female,103442,44.77,2023-06-13T19:16:58+03:00,
35,28,Female,103442,160.37,2023-12-20T19:16:58+03:00,
35,28,Female,103442,1191.43,2023-07-11T19:16:58+03:00,
35,28,Female,103442,50.81,2023-06-23T19:16:58+03:00,
35,28,Female,103442,583.95,2023-08-28T19:16:58+03:00,
35,28,Female,103442,876.26,2023-12-12T19:16:58+03:00,
36,27,Female,79416,560.10,2024-03-19T19:16:58+03:00,
36,27,Female,79416,1043.55,2023-09-13T19:16:58+03:00,
36,27,Female,79416,840.47,2023-07-08T19:16:58+03:00,
36,27,Female,79416,597.07,2023-12-06T19:16:58+03:00,
37,22,Male,86243,545.09,2024-01-31T19:16:58+03:00,
37,22,Male,86243,206.87,2024-03-16T19:16:58+03:00,
37,22,Male,86243,95.98,2024-02-29T19:16:58+03:00,
37,22,Male,86243,233.72,2024-04-22T19:16:58+03:00,
37,22,Male,86243,710.45,2023-09-26T19:16:58+03:00,
37,22,Male,86243,1033.65,2023-11-22T19:16:58+03:00,
37,22,Male,86243,815.16,2024-04-28T19:16:58+03:00,
37,22,Male,86243,970.40,2023-09-01T19:16:58+03:00,
38,,,,1103.67,2023-11-04T19:16:58+03:00,
38,,,,1294.72,2023-06-27T19:16:58+03:00,
38,,,,644.02,2024-01-30T19:16:58+03:00,
39,,,,703.63,2024-01-19T19:16:58+03:00,
39,,,,698.73,2024-02-05T19:16:58+03:00,
40,54,Male,125039,1215.41,2023-10-12T19:16:58+03:00,
40,54,Male,125039,935.91,2023-11-02T19:16:58+03:00,
40,54,Male,125039,462.63,2023-06-16T19:16:58+03:00,
40,54,Male,125039,914.19,2024-02-01T19:16:58+03:00,
41,21,Female,65791,19.31,2024-02-15T19:16:58+03:00,
41,21,Female,65791,141.76,2024-02-05T19:16:58+03:00,
41,21,Female,65791,216.40,2023-12-07T19:16:58+03:00,
41,21,Female,65791,276.44,2024-04-10T19:16:58+03:00,
41,21,Female,65791,333.18,2023-06-26T19:16:58+03:00,
41,21,Female,65791,945.51,2023-08-27T19:16:58+03:00,
42,36,Female,116509,794.08,2024-02-13T19:16:58+03:00,
42,36,Female,116509,724.25,2024-03-10T19:16:58+03:00,
43,40,Female,113455,48.22,2023-08-29T19:16:58+03:00,
44,71,Female,63685,226.51,2023-09-13T19:16:58+03:00,
44,71,Female,63685,638.14,2023-09-27T19:16:58+03:00,
45,48,Male,117824,494.59,2023-12-27T19:16:58+03:00,
45,48,Male,117824,262.22,2023-07-29T19:16:58+03:00,
45,48,Male,117824,717.72,2023-11-11T19:16:58+03:00,
46,20,Female,48890,600.42,2023-12-25T19:16:58+03:00,
47,28,Female,99032,1132.43,2023-12-09T19:16:58+03:00,
47,28,Female,99032,7.04,2024-01-16T19:16:58+03:00,
47,28,Female,99032,120.26,2023-08-12T19:16:58+03:00,
47,28,Female,99032,1067.12,2024-05-13T19:16:58+03:00,
47,28,Female,99032,999.66,2024-05-07T19:16:58+03:00,
47,28,Female,99032,106.15,2023-10-26T19:16:58+03:00,
47,28,Female,99032,232.75,2024-01-25T19:16:58+03:00,
48,60,Male,80204,439.60,2024-04-12T19:16:58+03:00,
49,40,Male,115768,1094.35,2024-03-26T19:16:58+03:00,
50,20,Female,127834,490.73,2023-12-05T19:16:58+03:00,
50,20,Female,127834,600.90,2023-12-14T19:16:58+03:00,
50,20,Female,127834,843.66,2024-01-25T19:16:58+03:00,
51,29,Female,39490,972.55,2024-05-21T19:16:58+03:00,
51,29,Female,39490,175.57,2023-06-14T19:16:58+03:00,
51,29,Female,39490,217.59,2024-02-17T19:16:58+03:00,
51,29,Female,39490,39.42,2023-07-25T19:16:58+03:00,
51,29,Female,39490,266.42,2023-08-22T19:16:58+03:00,
52,26,Female,63634,28.84,2023-12-03T19:16:58+03:00,
52,26,Female,63634,685.83,2023-08-05T19:16:58+03:00,
52,26,Female,63634,205.33,2024-02-15T19:16:58+03:00,
53,28,Male,93679,730.67,2023-11-06T19:16:58+03:00,
53,28,Male,93679,853.55,2024-01-01T19:16:58+03:00,
53,28,Male,93679,397.00,2023-08-02T19:16:58+03:00,
53,28,Male,93679,268.97,2023-06-30T19:16:58+03:00,
53,28,Male,93679,1104.08,2023-12-08T19:16:58+03:00,
53,28,Male,93679,584.91,2024-04-19T19:16:58+03:00,
53,28,Male,93679,702.29,2024-03-13T19:16:58+03:00,
53,28,Male,93679,174.74,2024-03-23T19:16:58+03:00,
53,28,Male,93679,701.24,2023-09-26T19:16:58+03:00,
53,28,Male,93679,102.71,2023-08-20T19:16:58+03:00,
54,30,Male,105576,631.13,2024-03-26T19:16:58+03:00,
54,30,Male,105576,164.91,2023-07-19T19:16:58+03:00,
54,30,Male,105576,1137.66,2023-05-25T19:16:58+03:00,
54,30,Male,105576,968.95,2024-02-03T19:16:58+03:00,
55,44,Female,124185,539.80,2024-04-12T19:16:58+03:00,
55,44,Female,124185,616.25,2024-04-02T19:16:58+03:00,
55,44,Female,124185,1036.75,2023-11-25T19:16:58+03:00,
55,44,Female,124185,871.25,2023-10-11T19:16:58+03:00,
56,36,Male,72521,415.72,2023-06-14T19:16:58+03:00,
56,36,Male,72521,34.10,2023-09-28T19:16:58+03:00,
56,36,Male,72521,908.41,2023-11-17T19:16:58+03:00,
56,36,Male,72521,344.34,2023-11-20T19:16:58+03:00,
56,36,Male,72521,483.51,2023-09-20T19:16:58+03:00,
57,32,Male,100664,394.60,2023-10-29T19:16:58+03:00,
57,32,Male,100664,984.21,2024-03-29T19:16:58+03:00,
57,32,Male,100664,1119.68,2023-09-10T19:16:58+03:00,
57,32,Male,100664,781.56,2024-02-20T19:16:58+03:00,
57,32,Male,100664,540.32,2023-10-06T19:16:58+03:00,
57,32,Male,100664,769.12,2024-04-07T19:16:58+03:00,
58,19,Female,49712,426.77,2023-12-10T19:16:58+03:00,
58,19,Female,49712,89.65,2024-02-10T19:16:58+03:00,
58,19,Female,49712,908.95,2023-07-30T19:16:58+03:00,
58,19,Female,49712,375.45,2023-12-06T19:16:58+03:00,
58,19,Female,49712,645.78,2023-07-20T19:16:58+03:00,
58,19,Female,49712,48.66,2023-08-01T19:16:58+03:00,
59,28,Female,40646,825.64,2023-07-29T19:16:58+03:00,
59,28,Female,40646,374.81,2024-05-10T19:16:58+03:00,
59,28,Female,40646,821.27,2024-05-12T19:16:58+03:00,
59,28,Female,40646,359.47,2023-09-21T19:16:58+03:00,
61,37,Female,121695,514.46,2023-06-03T19:16:58+03:00,
61,37,Female,121695,627.80,2023-10-13T19:16:58+03:00,
62,35,Female,95624,139.52,2023-07-17T19:16:58+03:00,
62,35,Female,95624,520.18,2024-03-09T19:16:58+03:00,
63,66,Female,127963,623.93,2024-03-13T19:16:58+03:00,
63,66,Female,127963,58.28,2024-03-02T19:16:58+03:00,
63,66,Female,127963,594.67,2023-07-09T19:16:58+03:00,
63,66,Female,127963,616.71,2024-02-25T19:16:58+03:00,
63,66,Female,127963,1211.36,2023-08-06T19:16:58+03:00,
63,66,Female,127963,993.13,2023-08-07T19:16:58+03:00,
63,66,Female,127963,734.30,2024-01-19T19:16:58+03:00,
63,66,Female,127963,364.94,2023-08-04T19:16:58+03:00,
64,21,Female,101435,900.85,2024-01-29T19:16:58+03:00,
64,21,Female,101435,918.89,2023-12-21T19:16:58+03:00,
64,21,Female,101435,1099.97,2023-05-25T19:16:58+03:00,
64,21,Female,101435,1140.75,2023-06-29T19:16:58+03:00,
65,34,Male,99339,224.33,2023-07-08T19:16:58+03:00,
65,34,Male,99339,514.95,2023-09-13T19:16:58+03:00,
65,34,Male,99339,375.18,2023-10-23T19:16:58+03:00,
65,34,Male,99339,856.97,2024-05-21T19:16:58+03:00,
65,34,Male,99339,1035.12,2023-11-13T19:16:58+03:00,
65,34,Male,99339,941.29,2024-01-03T19:16:58+03:00,
66,38,Female,83444,435.70,2024-05-07T19:16:58+03:00,
66,38,Female,83444,556.71,2024-04-09T19:16:58+03:00,
66,38,Female,83444,673.09,2024-01-07T19:16:58+03:00,
66,38,Female,83444,522.70,2023-10-08T19:16:58+03:00,
66,38,Female,83444,318.03,2023-10-13T19:16:58+03:00,
66,38,Female,83444,116.13,2023-09-12T19:16:58+03:00,
66,38,Female,83444,875.14,2024-04-10T19:16:58+03:00,
67,41,Female,115979,218.57,2023-11-10T19:16:58+03:00,
67,41,Female,115979,579.76,2023-11-04T19:16:58+03:00,
67,41,Female,115979,1392.52,2023-06-21T19:16:58+03:00,
67,41,Female,115979,21.36,2024-04-07T19:16:58+03:00,
67,41,Female,115979,875.89,2023-12-14T19:16:58+03:00,
67,41,Female,115979,1225.27,2024-03-01T19:16:58+03:00,
67,41,Female,115979,649.49,2023-09-09T19:16:58+03:00,
67,41,Female,115979,592.11,2023-07-23T19:16:58+03:00,
67,41,Female,115979,233.77,2024-03-06T19:16:58+03:00,
67,41,Female,115979,126.11,2024-02-09T19:16:58+03:00,
68,35,Male,77582,683.38,2024-04-02T19:16:58+03:00,
68,35,Male,77582,1097.40,2024-04-09T19:16:58+03:00,
68,35,Male,77582,1082.22,2023-11-10T19:16:58+03:00,
68,35,Male,77582,449.04,2024-01-05T19:16:58+03:00,
68,35,Male,77582,908.65,2024-02-23T19:16:58+03:00,
68,35,Male,77582,699.09,2023-12-21T19:16:58+03:00,
68,35,Male,77582,400.19,2024-03-03T19:16:58+03:00,
69,36,Female,108669,503.73,2023-06-21T19:16:58+03:00,
69,36,Female,108669,586.32,2023-07-07T19:16:58+03:00,
69,36,Female,108669,850.15,2023-10-27T19:16:58+03:00,
70,54,Male,101952,951.30,2024-04-25T19:16:58+03:00,
70,54,Male,101952,181.07,2023-10-31T19:16:58+03:00,
70,54,Male,101952,800.03,2023-11-12T19:16:58+03:00,
70,54,Male,101952,182.49,2023-09-06T19:16:58+03:00,
70,54,Male,101952,774.43,2023-08-09T19:16:58+03:00,
70,54,Male,101952,759.04,2023-12-14T19:16:58+03:00,
70,54,Male,101952,490.10,2023-10-30T19:16:58+03:00,
70,54,Male,101952,54.95,2024-04-15T19:16:58+03:00,
70,54,Male,101952,670.61,2023-09-19T19:16:58+03:00,
70,54,Male,101952,496.45,2023-07-24T19:16:58+03:00,
71,21,Female,64387,813.00,2023-06-14T19:16:58+03:00,
72,69,Male,127559,76.35,2024-01-24T19:16:58+03:00,
72,69,Male,127559,461.42,2023-09-30T19:16:58+03:00,
72,69,Male,127559,6.85,2024-01-09T19:16:58+03:00,
72,69,Male,127559,484.13,2023-07-28T19:16:58+03:00,
73,22,Female,65580,308.91,2023-11-28T19:16:58+03:00,
74,61,Female,80461,1119.39,2024-03-08T19:16:58+03:00,
74,61,Female,80461,1046.61,2023-07-23T19:16:58+03:00,
74,61,Female,80461,663.27,2024-02-25T19:16:58+03:00,
74,61,Female,80461,275.90,2024-04-24T19:16:58+03:00,
75,40,Female,121120,558.20,2023-12-17T19:16:58+03:00,
75,40,Female,121120,1181.32,2023-12-19T19:16:58+03:00,
75,40,Female,121120,688.53,2024-02-24T19:16:58+03:00,
75,40,Female,121120,821.22,2023-08-29T19:16:58+03:00,
76,37,Female,119456,794.14,2023-09-24T19:16:58+03:00,
76,37,Female,119456,580.59,2024-04-28T19:16:58+03:00,
76,37,Female,119456,861.95,2023-12-27T19:16:58+03:00,
76,37,Female,119456,1155.42,2023-12-09T19:16:58+03:00,
77,74,Female,121510,737.10,2023-12-26T19:16:58+03:00,
77,74,Female,121510,411.19,2023-08-15T19:16:58+03:00,
77,74,Female,121510,1009.92,2023-06-27T19:16:58+03:00,
77,74,Female,121510,98.79,2023-10-06T19:16:58+03:00,
77,74,Female,121510,401.24,2023-09-12T19:16:58+03:00,
77,74,Female,121510,1216.35,2023-09-15T19:16:58+03:00,
77,74,Female,121510,1217.20,2024-02-25T19:16:58+03:00,
77,74,Female,121510,249.49,2024-04-04T19:16:58+03:00,
77,74,Female,121510,589.50,2023-12-25T19:16:58+03:00,
77,74,Female,121510,21.82,2024-02-21T19:16:58+03:00,
77,74,Female,121510,7.43,2023-12-12T19:16:58+03:00,
77,74,Female,121510,675.50,2023-12-24T19:16:58+03:00,
78,72,Female,116683,689.76,2024-04-29T19:16:58+03:00,
78,72,Female,116683,136.96,2024-03-27T19:16:58+03:00,
78,72,Female,116683,890.51,2023-05-25T19:16:58+03:00,
78,72,Female,116683,352.70,2023-12-22T19:16:58+03:00,
78,72,Female,116683,684.51,2024-05-14T19:16:58+03:00,
79,31,Male,53773,6.56,2024-01-02T19:16:58+03:00,
80,29,Female,88440,588.43,2024-03-19T19:16:58+03:00,
80,29,Female,88440,746.16,2023-11-15T19:16:58+03:00,
80,29,Female,88440,332.10,2024-01-24T19:16:58+03:00,
80,29,Female,88440,352.77,2023-09-21T19:16:58+03:00,
80,29,Female,88440,77.70,2023-06-17T19:16:58+03:00,
81,73,Female,82103,681.64,2023-10-28T19:16:58+03:00,
81,73,Female,82103,827.29,2024-01-10T19:16:58+03:00,
81,73,Female,82103,403.05,2023-09-07T19:16:58+03:00,
81,73,Female,82103,246.84,2023-08-27T19:16:58+03:00,
81,73,Female,82103,113.15,2024-05-02T19:16:58+03:00,
81,73,Female,82103,25.94,2024-03-23T19:16:58+03:00,
81,73,Female,82103,870.57,2024-05-12T19:16:58+03:00,
81,73,Female,82103,514.94,2024-03-29T19:16:58+03:00,
81,73,Female,82103,1171.74,2023-06-14T19:16:58+03:00,
81,73,Female,82103,75.29,2024-04-25T19:16:58+03:00,
81,73,Female,82103,364.15,2024-04-27T19:16:58+03:00,
81,73,Female,82103,142.07,2023-08-17T19:16:58+03:00,
82,27,Male,58501,733.23,2024-03-16T19:16:58+03:00,
83,21,Male,39748,756.10,2024-04-03T19:16:58+03:00,
83,21,Male,39748,463.34,2023-09-13T19:16:58+03:00,
83,21,Male,39748,232.38,2023-10-01T19:16:58+03:00,
84,32,Female,73348,329.64,2024-04-15T19:16:58+03:00,
84,32,Female,73348,705.23,2024-04-02T19:16:58+03:00,
85,29,Female,111114,68.27,2023-07-03T19:16:58+03:00,
85,29,Female,111114,137.61,2023-09-09T19:16:58+03:00,
85,29,Female,111114,581.16,2023-08-11T19:16:58+03:00,
85,29,Female,111114,1189.37,2023-06-01T19:16:58+03:00,
85,29,Female,111114,851.36,2023-09-30T19:16:58+03:00,
85,29,Female,111114,978.58,2023-08-09T19:16:58+03:00,
85,29,Female,111114,1378.86,2024-04-10T19:16:58+03:00,
85,29,Female,111114,1385.32,2024-04-10T19:16:58+03:00,
85,29,Female,111114,225.65,2023-08-25T19:16:58+03:00,
85,29,Female,111114,178.59,2023-07-19T19:16:58+03:00,
85,29,Female,111114,532.68,2023-07-08T19:16:58+03:00,
85,29,Female,111114,1046.79,2023-06-30T19:16:58+03:00,
86,39,Male,117820,427.18,2023-12-29T19:16:58+03:00,
86,39,Male,117820,291.20,2024-03-29T19:16:58+03:00,
86,39,Male,117820,29.68,2024-05-21T19:16:58+03:00,
86,39,Male,117820,891.34,2024-03-12T19:16:58+03:00,
86,39,Male,117820,265.80,2024-01-04T19:16:58+03:00,
86,39,Male,117820,524.84,2023-12-11T19:16:58+03:00,
87,56,Male,87135,912.67,2023-06-01T19:16:58+03:00,
88,26,Female,83284,921.21,2023-12-17T19:16:58+03:00,
88,26,Female,83284,291.48,2023-11-28T19:16:58+03:00,
88,26,Female,83284,537.56,2024-01-28T19:16:58+03:00,
88,26,Female,83284,307.99,2024-03-29T19:16:58+03:00,
88,26,Female,83284,1015.54,2023-12-24T19:16:58+03:00,
88,26,Female,83284,219.72,2024-01-25T19:16:58+03:00,
88,26,Female,83284,826.55,2024-02-19T19:16:58+03:00,
88,26,Female,83284,412.43,2023-10-21T19:16:58+03:00,
89,21,Female,98031,286.43,2023-07-07T19:16:58+03:00,
89,21,Female,98031,897.80,2023-10-10T19:16:58+03:00,
89,21,Female,98031,381.08,2023-09-09T19:16:58+03:00,
89,21,Female,98031,935.48,2024-02-12T19:16:58+03:00,
89,21,Female,98031,668.71,2023-07-25T19:16:58+03:00,
89,21,Female,98031,424.60,2023-07-29T19:16:58+03:00,
90,23,Female,43926,388.03,2024-01-03T19:16:58+03:00,
90,23,Female,43926,541.71,2023-11-01T19:16:58+03:00,
90,23,Female,43926,651.85,2023-08-06T19:16:58+03:00,
90,23,Female,43926,489.04,2023-09-11T19:16:58+03:00,
90,23,Female,43926,282.11,2023-12-11T19:16:58+03:00,
90,23,Female,43926,260.72,2024-03-02T19:16:58+03:00,
90,23,Female,43926,932.62,2023-11-19T19:16:58+03:00,
91,21,Male,72301,379.17,2023-09-15T19:16:58+03:00,
92,36,Female,119384,703.42,2024-03-03T19:16:58+03:00,
92,36,Female,119384,162.34,2023-08-17T19:16:58+03:00,
92,36,Female,119384,1085.38,2023-08-28T19:16:58+03:00,
92,36,Female,119384,743.57,2023-08-02T19:16:58+03:00,
92,36,Female,119384,60.72,2023-12-29T19:16:58+03:00,
92,36,Female,119384,986.35,2023-10-19T19:16:58+03:00,
92,36,Female,119384,1147.54,2024-02-09T19:16:58+03:00,
92,36,Female,119384,838.37,2024-03-18T19:16:58+03:00,
93,76,Female,40508,3.14,2024-02-22T19:16:58+03:00,
94,28,Male,67378,433.36,2024-02-03T19:16:58+03:00,
94,28,Male,67378,96.15,2023-06-17T19:16:58+03:00,
94,28,Male,67378,985.50,2024-03-13T19:16:58+03:00,
94,28,Male,67378,508.17,2023-10-08T19:16:58+03:00,
95,24,Female,44166,874.75,2023-12-14T19:16:58+03:00,
95,24,Female,44166,354.73,2023-06-23T19:16:58+03:00,
96,21,Female,94983,304.07,2023-10-27T19:16:58+03:00,
96,21,Female,94983,89.49,2023-08-04T19:16:58+03:00,
96,21,Female,94983,286.82,2023-12-23T19:16:58+03:00,
97,52,Female,70321,706.13,2024-01-28T19:16:58+03:00,
97,52,Female,70321,861.19,2023-06-29T19:16:58+03:00,
97,52,Female,70321,645.37,2023-11-05T19:16:58+03:00,
98,18,Female,50873,412.14,2023-11-22T19:16:58+03:00,
98,18,Female,50873,559.84,2024-03-22T19:16:58+03:00,
98,18,Female,50873,128.93,2024-01-28T19:16:58+03:00,
